OBJECTID,Platted_Name,Subdivision,Phase,Section,Case_Number,Recorded_Date,Document1,Document2,Legal_Acres,Recorded_County1,Recorded_County2,Book,Page,Res_Lots,Comm_Lots,Total_Lots,Development_Status,MF_Category,MF_Complex_Name,Accepted_Subd,Addressing_Status,Address_Release_Date,City_Jurisdiction,County_Jurisdiction,Geometry_Source,Subdivision_Category,Platted_Name_UC,GlobalID,created_user,created_date,last_edited_user,last_edited_date,ResLotsApprox
201,Westwood Sec 5 Lots 68-69 Block K Amd,WESTWOOD,,"5",,6/12/2006,2006049061,,0.323,Williamson,,CC,"1",2,0,2,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,WESTWOOD SEC 5 LOTS 68-69 BLOCK K AMD,{681070E0-ECFA-45DC-B01F-F15D00669DFA},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
202,Pleasant Hill Estates,PLEASANT HILL ESTATES,,,,5/15/1978,0,,36.965,Williamson,,D,"99",16,0,16,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,PLEASANT HILL ESTATES,{05EC7C38-708A-4A45-9AB7-A72F687B86E3},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
204,Mason Creek Sec 3B,MASON CREEK,,3B,,11/21/1997,9754050,,4.624,Williamson,,P,"99",20,0,20,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,MASON CREEK SEC 3B,{2AF3C88F-9AB1-4987-989F-75518DC75546},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
205,Overlook Estates Sec 2 Lot 10A Block A (Amd),OVERLOOK ESTATES,,"2",,12/11/2006,2006110878,,1.12,Williamson,,CC,"312",1,0,1,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,OVERLOOK ESTATES SEC 2 LOT 10A BLOCK A (AMD),{C5CF954E-373B-4C28-91A4-8AD180272B51},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
206,Whitt,WHITT,,,,4/12/1985,8520581,,0.478,Williamson,,G,"66",1,0,1,DEV,,,Yes,REL,,City,W,WCAD,COM,WHITT,{8F5864CC-2831-4DEB-B1E9-C0B7255D0405},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
207,Horizon Lake Ph 1 Sec 1,HORIZON LAKE,"1","1",,7/6/2021,2021100628,,15.311,Williamson,,,,89,0,94,UC,N/A,N/A,Yes,REL,,City,W,WCAD,SF,HORIZON LAKE PH 1 SEC 1,{F3A625EE-58E3-40BD-A70F-F6CF8191858F},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
209,Leander Heights Sec 3 Lots 38 And 39 Blk B (Resub),LEANDER HEIGHTS,,"3",,6/19/1997,9821514,,4.79,Williamson,,P,"305",4,0,4,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,LEANDER HEIGHTS SEC 3 LOTS 38 AND 39 BLK B (RESUB),{9188E712-8454-406D-BBF3-783A097E7FF0},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
211,Connies Commercial,CONNIES COMMERCIAL,,,,6/30/2000,2000042266,,3.64,Williamson,,S,"321",0,4,4,DEV,,,Yes,REL,,City,W,WCAD,COM,CONNIES COMMERCIAL,{F00DCB8A-CC1B-415F-8897-F7F6EB564FD7},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
212,Leander Heights Sec 2 Hancock Addition Lot 1 Block B (Resub),LEANDER HEIGHTS,,"2",,5/24/1983,0,,0.5,Williamson,,E,"219",1,0,1,NONE,,,,REL,,City,W,WCAD,MULTI,LEANDER HEIGHTS SEC 2 HANCOCK ADDITION LOT 1 BLOCK B (RESUB),{EDA42B49-1A4F-43ED-A922-E57C42511991},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
213,Old Town Village Sec 2C,OLD TOWN VILLAGE,,2C,,12/10/2001,2001091677,,5.428,Williamson,,V,"183",23,0,23,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,OLD TOWN VILLAGE SEC 2C,{E80F938A-E0EF-4D5A-9C20-050DC4E7C3BC},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
214,"Leander 2243 Subdivision Lots 1A, 1B, 1C Blk A And Lots 2A And 3A Blk A",HERMOSA VILLAGE,,,,4/21/2021,2021051838,,28.47,Williamson,,S,"2",,0,5,DEV,APT,Hermosa Village,Yes,REL,,City,W,WCAD,MIX,"LEANDER 2243 SUBDIVISION LOTS 1A, 1B, 1C BLK A AND LOTS 2A AND 3A BLK A",{BE39AE2A-4693-4663-A4F3-85E787B7BA4B},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
216,High Chaparral Lot 6 & 7 Amd,HIGH CHAPARRAL,,,,1/28/2019,2019006405,,0.968,Williamson,,,,0,1,1,DEV,,,Yes,REL,,City,W,WCAD,COM,HIGH CHAPARRAL LOT 6 & 7 AMD,{2EBCCCCE-6163-4396-AB28-1BC55BB0D638},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
217,Lakeline Northwest Commercial,LAKELINE NORTHWEST COMMERCIAL,,,,8/9/2013,2013077737,,6.31,Williamson,,,,0,2,3,DEV,,,Yes,REL,,City,W,WCAD,COM,LAKELINE NORTHWEST COMMERCIAL,{04381724-B3B9-4CA0-A974-7752BAD2C77E},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
218,Leander Heights Sec 3 Lots 3 & 4 Blk A (Replat),LEANDER HEIGHTS,,"3",,4/10/2010,2010023269,,3.75,Williamson,,,194-195,0,2,2,DEV,,,Yes,REL,,City,W,WCAD,COM,LEANDER HEIGHTS SEC 3 LOTS 3 & 4 BLK A (REPLAT),{C3278AC1-F02F-46B4-BCB9-581F06F50E99},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
219,Leander 2243 Lot 1-3 Blk A Amd,SENIOR VILLAGE AT LEANDER STATION,,,,3/31/2010,0,,16.88,Williamson,,,"184",2,0,2,DEV,APT,Senior Village at Leander Station,Yes,REL,,City,W,WCAD,MULTI,LEANDER 2243 LOT 1-3 BLK A AMD,{6AD415F0-B802-4838-ADF7-1A2801F1B6C0},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
221,Mid-Town Square Sub Replat,MID-TOWN SQUARE,,,,11/15/2016,2016107536,,12.376,Williamson,,,,0,4,4,DEV,,,Yes,REL,,City,W,WCAD,COM,MID-TOWN SQUARE SUB REPLAT,{0D2D2368-65D4-400B-9B20-D26FC58BB635},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
222,The Village (Replat),VILLAGE TOWNHOME ADDITION,,,,5/18/2017,2017044638,,2.13,Williamson,,,"138",1,1,2,DEV,TH,Village Townhome Addition,Yes,REL,,City,W,WCAD,MULTI,THE VILLAGE (REPLAT),{EC1E58EC-800F-407C-98E8-D5600A9B330C},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
223,Overlook Estates Sec 2 Lot 16 Block A (Amd),OVERLOOK ESTATES,,"2",,6/4/2012,2012042289,,0.761,Williamson,,,,1,0,1,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,OVERLOOK ESTATES SEC 2 LOT 16 BLOCK A (AMD),{F45F7106-AF8E-447C-838A-9FC7A10D5787},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
227,Leander Heights Sec 3 Blk A Lots 15A & 16 (Amd),LEANDER HEIGHTS,,"3",,4/12/2017,2017035027,,7.913,Williamson,,,,0,2,2,DEV,,,Yes,REL,,City,W,WCAD,COM,LEANDER HEIGHTS SEC 3 BLK A LOTS 15A & 16 (AMD),{686E390F-DCF7-4C8A-856F-79CAE48591CB},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
228,Leander Heights Sec 1 (Blk C Lts 19-20 Amd),LEANDER HEIGHTS,,"1",,12/17/2009,2009094106,,0.904,Williamson,,,"127",0,1,1,DEV,,,Yes,REL,,City,W,WCAD,COM,LEANDER HEIGHTS SEC 1 (BLK C LTS 19-20 AMD),{1C86255A-C87B-41E1-8BDD-0EE1E735EF69},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
229,"Leander Heights Sec 2 Lot 6-a and 6-b Block ""A"" replat of Lot 6 Block A Amd",LEANDER HEIGHTS,,"2",,03/23/2018,2018027549,,2.47,Williamson,,,,1,1,2,DEV,APT,Montierra Ranch Apartments,Yes,REL,,City,W,WCAD,MIX,"LEANDER HEIGHTS SEC 2 LOT 6-A AND 6-B BLOCK ""A"" REPLAT OF LOT 6 BLOCK A AMD",{D5781BE2-9173-4B28-A05F-6DDC86D9C265},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
230,Integrated Metal Products (Blk A Lt 1A Replat),INTEGRATED METAL PRODUCTS,,,,6/9/2016,2016051639,,2.96,Williamson,,,114-115,0,2,2,DEV,,,Yes,REL,,City,W,WCAD,COM,INTEGRATED METAL PRODUCTS (BLK A LT 1A REPLAT),{AAEDAECB-FE11-45BE-9E6A-A691BA24D99F},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
232,Mason Ranch Ph 3 Sec 1,MASON RANCH,"3","1",,6/18/2018,201805639,,10.921,Williamson,,,,1,1,3,DEV,"4",Bliss at Mason hills,Yes,REL,,City,W,WCAD,MIX,MASON RANCH PH 3 SEC 1,{0BB147D1-9C89-4552-91D8-738F6180FE00},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
235,High Chaparral Lot 18 & 19 Blk 3 Amd,HIGH CHAPARRAL,,,,10/30/2017,2017099965,,0.919,Williamson,,,,0,1,1,DEV,,,Yes,REL,,City,W,WCAD,,HIGH CHAPARRAL LOT 18 & 19 BLK 3 AMD,{839C8234-4584-4C43-BBFE-5F92E0361DC0},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
236,Walker Business Park,WALKER BUSINESS PARK,,,,12/16/2009,2009091602,,3.23,Williamson,,,116-117,0,3,3,DEV,,,Yes,REL,,City,W,WCAD,COM,WALKER BUSINESS PARK,{D3270FA3-BFB5-4697-97F8-8215915A4EB2},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
242,"Stewart Crossing Ph 1 (Blk F Lots 8, 9, 10 Amd)",STEWART CROSSING,"1",,,5/3/2017,2017039423,,0.513,Williamson,,,,3,0,3,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,"STEWART CROSSING PH 1 (BLK F LOTS 8, 9, 10 AMD)",{09114B4F-C338-4A02-87B6-1AFB21005CE7},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
243,Magnolia Creek Sec 5,MAGNOLIA CREEK,,"5",,12/3/2013,2013112806,,20.4,Williamson,,,,84,0,84,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,MAGNOLIA CREEK SEC 5,{B28DF25F-822F-4808-9852-42A5B7C69832},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
244,Leander Crossing Ph 2,LEANDER CROSSING,"2",,,2/13/2018,2018012079,,17.04,Williamson,,,,55,0,59,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,LEANDER CROSSING PH 2,{4DFE5D22-8CC8-4411-B0D1-3405AC0A8010},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
246,NWC Falls At 183A,NWC CRYSTAL FALLS,,,,10/4/2013,2013095648,,5.876,Williamson,,,,0,5,5,DEV,,,Yes,REL,,City,W,WCAD,COM,NWC FALLS AT 183A,{7E0CC58D-370C-48CC-93ED-093BB6E81EF8},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
247,W South Townhomes Sub Amd,WEST SOUTH TOWNHOMES,,,19-PICP-008,10/10/2019,2019099058,,8.298,Williamson,,,,0,0,1,DEV,N/A,,Yes,ROW,,City,W,WCAD,ROW/EASE,W SOUTH TOWNHOMES SUB AMD,{CD60088B-D30D-4FCB-92A5-4FA270B52CEB},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
250,W South Townhomes Sub,SOUTH STREET DUPLEXES,,,,9/16/2016,2016110879,,1.838,Williamson,,,,0,0,1,DEV,"2",South Street Duplexes,Yes,REL,,City,W,WCAD,MULTI,W SOUTH TOWNHOMES SUB,{873C7200-0B0F-4E40-B024-0B195B4A4BE4},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
253,"Timberline West Sec 1 (Lts 65, 66 & 67 Amd)",TIMBERLINE WEST,,"1",,8/26/2010,2010056933,,1.378,Williamson,,,"278",2,0,2,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,"TIMBERLINE WEST SEC 1 (LTS 65, 66 & 67 AMD)",{4265E4EC-A5FA-4B72-BC54-A08451FABE78},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
254,Leander Heights Sec 2 (Blk B Lots 21 & 22),LEANDER HEIGHTS,,"2",,10/17/2017,2017096574,,3.37,Williamson,,,,1,0,1,UC,APT,NU Edge Apartments,Yes,REL,,City,W,WCAD,MULTI,LEANDER HEIGHTS SEC 2 (BLK B LOTS 21 & 22),{C166558A-0E70-4483-A24B-1C2D7313F546},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
261,"Highway Village Lots 3, 4, 5 & 6 Amd",HIGHWAY VILLAGE,,,,8/4/2008,2008060271,,1.552,Williamson,,,"7",0,0,0,DEV,,,Yes,REL,,City,W,WCAD,COM,"HIGHWAY VILLAGE LOTS 3, 4, 5 & 6 AMD",{36BE7617-6346-48C5-BDE1-55A88914FD8C},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
262,Mason Ranch Ph 1 Sec 10,MASON RANCH,"1","10",,8/7/2018,2018070223,,27.133,Williamson,,,,107,0,110,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,MASON RANCH PH 1 SEC 10,{6E11C9DC-CA2E-4C78-AE63-6FE106232D12},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
264,Mason Ranch Ph 1 Sec 9,MASON RANCH,"1","9",,8/6/218,2018070043,,17.33,Williamson,,,,66,0,68,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,MASON RANCH PH 1 SEC 9,{E1CC8996-F5F0-4620-91AD-ADAC00A3C656},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
265,Leander Public Library,LEANDER PUBLIC LIBRARY,,,,6/6/2013,2013052028,,4.95,Williamson,,,,0,0,1,DEV,,,Yes,REL,,City,W,WCAD,CIV,LEANDER PUBLIC LIBRARY,{0F8D813F-69A2-40F1-AA84-AD16CDAF99BF},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
268,Greener Acres Lot 1 Replat,GREENER ACRES,,,,4/26/2013,2013037400,,2.01,Williamson,,,,0,1,1,,,,,REL,,City,W,WCAD,COM,GREENER ACRES LOT 1 REPLAT,{A7FD7B9A-219F-4B64-8AFB-69495F484F7B},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
272,Knight Commercial,KNIGHT COMMERCIAL,,,,3/15/2019,2019021315,,13.579,Williamson,,,,0,2,3,ADDR,,,,REL,,City,W,WCAD,COM,KNIGHT COMMERCIAL,{3B86CE0D-EA7D-472B-A033-6F8AB9C689B3},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
273,Veda Leander Sub,VEDA LEANDER,,,,5/17/2017,2017044197,,1.274,Williamson,,,,0,1,1,ADDR,,,,REL,,City,W,WCAD,COM,VEDA LEANDER SUB,{134A724A-E0A8-4ACF-982B-120EAC205535},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
274,Westwood Commercial,WESTWOOD COMMERCIAL,,,18-PICP-019,1/26/2015,2015005569,,5.05,Williamson,,,,0,2,2,DEV,,,Yes,REL,,City,W,WCAD,COM,WESTWOOD COMMERCIAL,{D063CA35-6B83-4E99-B48F-CE6CB98FA59F},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
275,Jardin Del Rey Sub,JARDIN DEL REY,,,,9/3/2013,2013058274,,3.373,Williamson,,,"102",0,2,2,DEV,,,Yes,REL,,City,W,WCAD,COM,JARDIN DEL REY SUB,{1D8A1E5C-D740-4DF8-AA36-CB5A0E5E56DF},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
277,Leander Veterinary Clinic,LEANDER VETERINARY CLINIC,,,,5/18/2017,2017044562,,1.918,Williamson,,,,0,1,1,DEV,,,,REL,,City,W,WCAD,COM,LEANDER VETERINARY CLINIC,{D7BE3E49-3657-442B-B0A8-1FF7690C59AA},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,"0"
279,Leander Heights Sec 1 (Blk C Lts 21 & 22 Amd),LEANDER HEIGHTS,,"1",,11/30/2018,2018105147,,0.92,Williamson,,,,0,1,1,DEV,,,Yes,REL,,City,W,WCAD,COM,LEANDER HEIGHTS SEC 1 (BLK C LTS 21 & 22 AMD),{A386B412-5658-4BC8-B726-594CAC127BD8},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
280,Ridgmar Landing (Blk 2 Lot 21A & 21B Replat),RIDGMAR LANDING,,,,9/20/2018,2018084314,,4.998,Williamson,,,67-68,2,0,2,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,RIDGMAR LANDING (BLK 2 LOT 21A & 21B REPLAT),{638B8380-4943-4FCE-B2CB-F73BE2B97F44},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
281,LISD Camacho Elementary School,LISD CAMACHO,,,,8/18/2015,2015072679,,20.471,Williamson,,,,0,0,1,DEV,,,Yes,REL,,City,W,WCAD,CIV,LISD CAMACHO ELEMENTARY SCHOOL,{7AC8718F-3D25-41DA-9C80-1EE539AF99FD},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
282,Horizon Park Sec 1 Lot 2 Block A Replat,HORIZON PARK,,"1",,12/17/2012,2012104385,,2.777,Williamson,,,,0,1,1,DEV,,,Yes,REL,,City,W,WCAD,COM,HORIZON PARK SEC 1 LOT 2 BLOCK A REPLAT,{95E7D2FC-2F74-4E82-BF94-BC5571EFF746},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
284,Trails At Leander,TRAILS AT LEANDER,,,,5/12/2016,201604532,,51.83,Williamson,,,,1,0,1,DEV,C,Trails at Leander,Yes,REL,,City,W,WCAD,MULTI,TRAILS AT LEANDER,{B93785F9-153B-4569-B3BA-6829CF1F8A12},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
285,Parkway Crossing Lot 1 Blk A ,PARK AT CRYSTAL FALLS,"2",,,7/30/2015,2015065690,,15.516,Williamson,,,,1,0,1,DEV,APT,"Parkway Crossing, Phase 2 (Park at Crystal Falls)",Yes,REL,,City,W,WCAD,MULTI,PARKWAY CROSSING LOT 1 BLK A ,{91DC4E12-E869-46FD-A96C-53DD6E2F9161},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
286,"Leander Heights Sec 2 (BLK A LTS 6A & 6B REPLAT), BLOCK A, Lot 6-A1",LEANDER HEIGHTS,,"2",,12/11/2015,2011084665,,2.493,Williamson,,,,0,2,2,DEV,,,Yes,REL,,City,W,WCAD,COM,"LEANDER HEIGHTS SEC 2 (BLK A LTS 6A & 6B REPLAT), BLOCK A, LOT 6-A1",{3052C31F-F3C7-4348-8BF4-AE4791B7380B},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
288,North Creek Commercial Park (Second Replat),NORTH CREEK APARMENTS (THE CONLEY) (SD),,,,5/20/2015,2015044340,,13.274,Williamson,,,,259,1,2,DEV,APT,North Creek Apartments (The Conley),Yes,REL,2018/03/21 00:00:00+00,City,W,WCAD,MULTI,NORTH CREEK COMMERCIAL PARK (SECOND REPLAT),{075C297C-59E6-4EFD-B29A-46DE2F343790},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
291,Leander Heights Sec 3 Lots 29 & 30 Blk B Amd (Starlight Village Condo),STARLIGHT VILLAGE,,"3",,12/16/2015,2015109092,,5.706,Williamson,,,"130",1,0,1,DEV,C,Starlight Village,Yes,REL,,City,W,WCAD,MULTI,LEANDER HEIGHTS SEC 3 LOTS 29 & 30 BLK B AMD (STARLIGHT VILLAGE CONDO),{7FB47236-E815-4CF4-89B7-DE0B07C7C2B1},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
296,Highlands At Crystal Falls Sec 2 Ph 3A,HIGHLANDS AT CRYSTAL FALLS,3A,"2",,8/31/2010,2010058065,,12.7565,Williamson,,,282-283,46,0,46,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,HIGHLANDS AT CRYSTAL FALLS SEC 2 PH 3A,{76639AED-5BE6-4D4D-85C0-1305D572A51D},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
297,"Nwc Crystal Falls At 183A (Lts 2, 3, 4 & 5 Amd)",NWC CRYSTAL FALLS,,,,6/24/2016,2016055788,,3.601,Williamson,,,,0,4,4,,,,,,,City,W,WCAD,COM,"NWC CRYSTAL FALLS AT 183A (LTS 2, 3, 4 & 5 AMD)",{8ACB20AA-D866-4380-88DE-2F0699631EE4},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
298,Horizon Park Sec 1 Lot 2 Block A Replat,HORIZON PARK,,"1",,12/17/2012,2012104385,,2.777,Williamson,,,,0,1,1,DEV,,,Yes,REL,,City,W,WCAD,COM,HORIZON PARK SEC 1 LOT 2 BLOCK A REPLAT,{4F8F0EE9-E545-4004-862B-703A91C4829F},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
299,Timberline West Sec 1 (Lts 11 & 12 Replat),TIMBERLINE WEST,,"1",,1/7/2004,0,,0.69,Williamson,,,"153",2,0,2,,,,,REL,,City,W,WCAD,COM,TIMBERLINE WEST SEC 1 (LTS 11 & 12 REPLAT),{9F6AA26A-5039-437A-958A-8E201A8E6D50},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
300,Leander Heights Sec 2 Lots 26 & 27 (Amd),BLAKE'S BEND PH 1,,"2",,5/8/2020,2020047860,,4.1021,Williamson,,,,1,0,1,DEV,"4",Blake's Bend Ph 1,Yes,REL,,City,W,WCAD,MULTI,LEANDER HEIGHTS SEC 2 LOTS 26 & 27 (AMD),{BBB3D6A6-BA6B-48AB-A14E-144355304AED},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
301,Leander Heights Sec 1 Blk A Lt 23,LEANDER HEIGHTS,,"1",,4/21/2021,2021058409,,14.67,Williamson,,,"102",0,1,1,P,C,,,PRE,,City,W,WCAD,COM,LEANDER HEIGHTS SEC 1 BLK A LT 23,{0B86ED2F-FF05-4493-82D4-702BDB7DF5AD},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
302,Mason Ranch Ph 2 Sec 1,MASON RANCH,"2","1",,1/17/2014,2014003615,,42.338,Williamson,,,,120,0,127,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,MASON RANCH PH 2 SEC 1,{2FB3BAAE-60D6-4DDA-9E2C-1F651B063F05},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
304,Villas At Vista Ridge (Blk B Lots 6-8 Amd),VISTA RIDGE,,,,11/10/2015,2015099110,,0.36,Williamson,,,,3,0,3,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,VILLAS AT VISTA RIDGE (BLK B LOTS 6-8 AMD),{EF1FAD30-AA4A-4142-A4A1-D01CF5192145},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
305,Libbyland Lot 1 Block A Replat,LIBBYLAND,,,,12/8/2009,2009189312,,2.693,Williamson,,,"89",0,2,0,DEV,,,Yes,REL,,City,W,WCAD,COM,LIBBYLAND LOT 1 BLOCK A REPLAT,{94397CBF-39F8-4BAC-9BAA-14B85F20BD43},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
307,Magnolia Creek Sec 2 Amd,MAGNOLIA CREEK,,"2",,9/18/2015,2015091039,,22.1224,Williamson,,,,53,0,54,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,MAGNOLIA CREEK SEC 2 AMD,{8561DB6D-0E52-4810-8B02-DE11F13A9102},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
308,Stewart Crossing Ph 1 (Blk F Lots 6 & 7 Amd),STEWART CROSSING,"1",,,7/19/2017,2017066121,,0.621,Williamson,,,,1,0,1,DEV,N/A,N/A,Yes,REL,,City,W,WCAD,SF,STEWART CROSSING PH 1 (BLK F LOTS 6 & 7 AMD),{B2EC7825-EDFB-4B5A-A37C-878D461740C0},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
